gen,mod,student,instructor,word_count,mean_word_length,different_words,valid_sentences_count,mean_words_per_sentence,mean_different_words_per_bucket,FleschReadingEase,FleschKincaidGradeLevel,GunningFogIndex,SMOGIndex,ColemanLiauIndex,LIX,RIX
gen2,mod1_pro,sacnhezm,rias,3194,4.36756418284283,725,144,22.055555555555557,56.972972972972975,70.5283,8.639,11.7851,10.401527456927536,10.2133,43.88621775961266,4.813664596273292
gen2,mod3_pro,marquezmy,rsp,19448,5.148807075277664,2924,918,20.688453159041394,58.55172413793103,53.1317,10.0718,13.5235,12.51907379724765,12.7401,48.64095401054861,5.511489361702128
gen3,mod3_pro,floresg,grdlr,14107,5.310767703976749,2603,682,20.318181818181817,60.872727272727275,47.2232,10.8959,14.3445,13.003520507062065,13.7205,51.20017921884016,5.927230046948357
gen2,mod3_pro,alvareza,ado,7501,4.893614184775363,1629,240,31.0125,61.5632183908046,49.701,13.7799,17.535,14.162371618342824,12.5373,57.45866468800591,8.237226277372264
gen2,mod3_pro,chavezfr,cva,15120,5.083862433862434,1820,659,22.786039453717756,60.907514450867055,49.9444,12.0069,15.5947,13.508269544199907,12.6072,52.911748248088486,6.88135593220339
gen2,mod3_pro,avileslm,grdlr,13307,4.766213271210641,1925,495,26.78989898989899,62.520270270270274,50.0824,12.733,15.723,13.371024035016202,12.109,53.11075702676209,7.050387596899225
gen3,mod1_pro,villedal,grdlr,4498,5.2972432192085375,1170,182,24.17032967032967,60.339622641509436,52.0239,10.9716,14.2946,12.942874810318738,13.2974,53.602624824545515,6.839662447257384
gen3,mod1_pro,villalobosl,grdlr,5494,4.953039679650528,1175,207,26.22222222222222,63.131147540983605,51.3414,12.0605,14.97,13.012812305062461,12.2952,54.936080848098015,7.478632478632479
gen2,mod3_pro,cortesrm,grdlr,12997,5.139262906824652,2123,734,16.980926430517712,55.93251533742331,63.0712,8.1886,11.8184,11.167215364714417,13.2623,46.77033023766313,4.812625250501002
gen2,mod1_pro,santiagog,mdrlp,4368,4.937042124542124,1086,219,19.748858447488583,61.7,63.5746,9.1121,13.0132,11.884504838735145,11.2143,48.34228568269151,5.618852459016393
gen2,mod1_pro,velazquezml,mdrlp,4340,5.130184331797235,1031,145,29.8,59.68,48.408,14.2086,17.7065,14.113347538275473,13.4684,61.45724259001095,9.441558441558442
gen3,mod1_pro,gonzalezj,grp,7706,5.219439397871788,1687,284,26.62676056338028,58.03225806451613,44.1221,12.819,16.2385,14.210114480533491,14.3802,56.50100479709582,7.783333333333333
gen2,mod3_pro,moralesam,mdrlp,11043,4.840532464004347,1854,383,28.362924281984334,57.35338345864662,56.1186,11.6426,15.0913,12.873432157901684,12.105,52.6683899358459,6.928425357873211
gen2,mod3_pro,alvareza,grdlr,11207,4.792897296332649,1838,419,26.58711217183771,61.41269841269841,57.8295,11.6524,15.5999,13.224650520231465,11.3554,52.84658337241241,6.980434782608696
gen3,mod1_pro,sanchezla,rias,7708,4.963544369486248,1452,240,31.904166666666665,62.63953488372093,44.068,14.5656,17.951,14.647603473104098,15.0299,58.8598030588161,8.651851851851852
gen3,mod1_pro,arzatet,grdlr,3241,5.238506633755014,952,127,25.30708661417323,59.0,48.9321,12.3966,15.6028,13.514178294354696,12.7815,55.823971647465655,7.678082191780822
gen3,mod3_pro,ortizmp,ado,9048,5.132404951370469,1655,214,41.822429906542055,61.00970873786408,33.8675,17.4789,20.8324,16.211181475747356,13.1494,67.54917437893158,11.349442379182156
gen3,mod3_pro,mandujanov,ado,12609,5.1694821159489255,1995,567,22.005291005291006,59.67123287671233,48.7577,11.4272,14.9083,13.337760923519856,13.198,52.670053758094845,6.609422492401216
gen3,mod1_pro,mandujanov,ado,5179,5.036107356632555,1190,231,22.385281385281385,61.08474576271186,49.6434,12.0489,15.0446,13.171604517554664,12.5304,53.18793437234502,6.982905982905983
gen2,mod1_pro,lopezne,ado,5676,4.78276955602537,1117,176,32.11931818181818,62.79365079365079,53.7347,13.7141,17.8302,14.0262843863389,11.0511,58.70026646724601,8.531578947368422
gen3,mod1_pro,gonzalesjp,grdlr,4399,4.853375767219823,1041,207,20.830917874396135,58.57692307692308,63.4502,9.1294,12.137,11.17322576668468,10.8039,45.90503739240864,5.157894736842105
gen2,mod3_pro,reynosopn,grdlr,10486,4.954987602517643,1526,447,22.624161073825505,57.496,62.0181,8.8323,12.5118,11.628023728647827,12.4227,44.75663645136064,4.757800891530461
gen2,mod3_pro,veraal,grdlr,7234,5.062620956593863,1360,396,18.015151515151516,60.05952380952381,53.6594,9.9982,12.8228,11.838521880187246,13.3906,48.07331904256776,5.323008849557522
gen3,mod3_pro,quezadama,ado,8148,5.30081001472754,1807,323,24.972136222910216,60.410526315789475,41.7565,13.149,16.3967,14.192657885917049,14.6847,56.46791788988607,7.7191601049868765
gen3,mod1_pro,canadaa,nss,5332,4.990247561890473,1300,167,31.491017964071855,59.79032258064516,47.8391,13.7911,17.8906,14.806521053804945,13.3545,58.878787878787875,8.666666666666666
gen3,mod1_pro,garciafj,grp,5153,4.671647583931691,1131,234,21.935897435897434,60.271186440677965,59.6267,10.408,13.1053,11.504331334812994,10.424,46.88889230527981,5.485477178423237
gen2,mod1_pro,nolazcoka,rsp,3644,4.978869374313941,1031,160,21.76875,53.97826086956522,60.8609,9.4906,12.226,11.186473515736383,11.5248,47.64707657315157,5.472477064220183
gen3,mod3_pro,contrerasa,grdlr,9429,5.106692120055149,1646,442,20.92760180995475,58.99074074074074,55.6777,9.9651,13.3701,12.363047936792093,12.7464,49.71668295861844,5.82962962962963
gen2,mod3_pro,moralesoa,grp,21049,4.805786498170934,3327,895,23.3731843575419,60.81927710843374,54.2324,11.4088,14.584,12.646019141552012,12.3164,48.42044282781619,5.847715736040609
gen2,mod1_pro,quezadaa,grdlr,6460,4.771826625386997,1249,411,15.306569343065693,60.01315789473684,72.7638,6.5882,10.2714,10.0222319023718,11.1111,41.24302765066313,3.8238866396761133
gen3,mod1_pro,cruzod,rias,4535,4.985226019845645,1061,131,33.7557251908397,57.51851851851852,49.5489,12.3105,15.449,13.41774504222031,13.0431,54.28249843626771,7.3088235294117645
gen2,mod3_pro,acevesj,cva,8757,5.128240264930913,1557,390,21.05128205128205,54.44444444444444,62.5115,8.2666,11.5182,10.943066642821757,11.7938,46.05498979172004,4.696923076923077
gen3,mod1_pro,ruizjf,rias,4307,4.815648943580218,1048,177,24.096045197740114,62.42857142857143,58.7937,10.5242,14.2088,12.607689228305228,10.6765,49.165118277560175,6.009615384615385
gen3,mod1_pro,triulzio,mdrlp,5921,5.13882790069245,1368,274,21.124087591240876,57.97222222222222,55.1946,10.2809,13.8302,12.62738631011445,15.0396,51.60406769762923,6.3014925373134325
gen2,mod3_pro,oteroad,grp,16160,5.136200495049505,2085,665,23.685714285714287,57.84126984126984,47.413,11.6147,14.8424,13.177537212440859,13.8444,51.95104228937374,6.411901983663944
gen2,mod1_pro,martinezd,grp,8453,4.741275286880398,1499,248,33.99596774193548,62.5531914893617,49.0975,14.8578,18.8092,14.61147082958291,12.1836,59.69425756671225,8.691119691119692
